subject	condition	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	surveyTime
73	1	4	1	52	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0	3,5,5,3,-2,5;1,5,5,6,3,3;4,5,10,4,6,6;7,5,15,7,4,6;5,10,20,5,2,4;3,10,25,8,0,7;6,13,25,6,-2,10;9,13,25,9,-4,8;7,18,28,12,-6,6;5,18,28,15,-8,9;3,18,33,13,-10,12;1,18,33,16,-5,15;-1,23,38,19,0,18;-3,23,38,22,5,23;0,28,43,25,5,21;3,28,43,23,5,24;6,33,43,26,10,27;9,33,48,24,15,30;12,33,48,22,20,33;15,38,48,25,20,31	4,4,4,4,3,3,3,3	4,4,4,4,3,3,3,3	2,1;1,0;0,2;2,3;4,3;0,1;4,2;5,3;4,5;0,1;4,0;2,0;0,1;1,2;0,1;0,4;1,0;5,4;3,5;2,0	0,0;1,1;1,1;1,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;1,0;1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0	5,10,15,20,25,25,25,30,30,30,30,30,30,30,35,35,40,45,45,50	28,20,9,9,16,8,6,8,7,11,8,6,6,6,8,8,6,6,8,7	25,14
74	1	4	2	42	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1	3,5,5,3,-2,5;1,5,5,6,3,3;4,5,10,4,6,6;7,5,15,7,4,6;5,10,20,5,2,4;3,10,25,8,0,7;6,13,25,6,-2,10;9,13,25,9,-4,8;7,18,28,12,-6,6;5,18,28,15,-8,9;3,18,33,13,-10,12;1,18,33,16,-5,15;-1,23,38,19,0,18;-3,23,38,22,5,23;0,28,43,25,5,21;3,28,43,23,5,24;6,33,43,26,10,27;9,33,48,24,15,30;12,33,48,22,20,33;15,38,48,25,20,31	4,4,4,4,4,4,4,4	4,4,4,4,4,4,4,4	2,3;0,5;4,0;4,0;1,3;4,1;2,3;0,5;2,4;3,0;1,4;1,5;0,3;1,3;0,4;1,4;1,3;2,3;2,4;1,5	0,0;1,1;1,1;0,1;1,0;0,0;0,0;1,0;1,0;1,0;0,0;0,1;0,1;0,1;0,1;1,1;0,0;0,1;1,0;0,1	1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1	-2,1,-1,-3,2,2,2,2,2,2,7,12,17,22,22,22,22,22,22,22	41,18,13,19,15,13,10,13,8,18,15,7,6,10,15,11,8,7,5,9	18,16
75	1	4	3	35	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1	3,5,5,3,-2,5;1,5,5,6,3,3;4,5,10,4,6,6;7,5,15,7,4,6;5,10,20,5,2,4;3,10,25,8,0,7;6,13,25,6,-2,10;9,13,25,9,-4,8;7,18,28,12,-6,6;5,18,28,15,-8,9;3,18,33,13,-10,12;1,18,33,16,-5,15;-1,23,38,19,0,18;-3,23,38,22,5,23;0,28,43,25,5,21;3,28,43,23,5,24;6,33,43,26,10,27;9,33,48,24,15,30;12,33,48,22,20,33;15,38,48,25,20,31	4,4,4,4,4,4,4,4	4,4,4,4,4,4,4,4	0,1;4,5;2,5;1,5;5,2;3,2;0,4;1,3;2,3;0,3;1,5;4,0;1,5;4,1;5,1;3,2;4,0;1,4;2,5;5,2	0,0;0,1;1,1;0,0;0,1;1,1;1,0;0,1;1,1;0,1;0,1;1,0;1,1;1,0;1,0;1,1;0,0;1,0;1,0;1,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1	3,6,9,12,15,13,16,19,22,25,28,31,34,37,40,43,46,49,47,45	19,14,8,10,6,9,6,6,9,9,6,4,4,5,7,5,4,5,4,5	11,10
76	1	4	4	46	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0	3,5,5,3,-2,5;1,5,5,6,3,3;4,5,10,4,6,6;7,5,15,7,4,6;5,10,20,5,2,4;3,10,25,8,0,7;6,13,25,6,-2,10;9,13,25,9,-4,8;7,18,28,12,-6,6;5,18,28,15,-8,9;3,18,33,13,-10,12;1,18,33,16,-5,15;-1,23,38,19,0,18;-3,23,38,22,5,23;0,28,43,25,5,21;3,28,43,23,5,24;6,33,43,26,10,27;9,33,48,24,15,30;12,33,48,22,20,33;15,38,48,25,20,31	4,5,4,4,5,4,3,5	5,4,4,5,5,5,4,5	5,3;4,3;3,5;2,0;4,3;3,5;5,3;4,3;1,2;4,3;3,5;5,3;0,2;3,4;3,4;3,4;4,5;5,3;3,5;5,4	0,0;0,0;0,1;1,1;0,0;1,1;1,0;0,1;1,1;0,1;0,1;1,1;0,1;1,1;0,1;1,1;0,0;0,1;1,0;1,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0	3,1,4,2,5,8,11,14,12,10,8,11,9,7,5,8,6,4,7,10	40,12,30,13,23,10,11,9,10,15,10,13,10,11,15,9,8,9,10,11	35,34
77	1	4	5	39	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0	3,5,5,3,-2,5;1,5,5,6,3,3;4,5,10,4,6,6;7,5,15,7,4,6;5,10,20,5,2,4;3,10,25,8,0,7;6,13,25,6,-2,10;9,13,25,9,-4,8;7,18,28,12,-6,6;5,18,28,15,-8,9;3,18,33,13,-10,12;1,18,33,16,-5,15;-1,23,38,19,0,18;-3,23,38,22,5,23;0,28,43,25,5,21;3,28,43,23,5,24;6,33,43,26,10,27;9,33,48,24,15,30;12,33,48,22,20,33;15,38,48,25,20,31	4,4,5,4,2,3,3,3	5,4,4,4,2,3,3,3	3,1;4,1;3,2;5,1;4,0;3,1;3,0;5,2;5,2;1,0;3,0;5,0;3,0;4,2;3,2;5,1;1,4;4,0;4,1;4,0	0,0;0,1;0,1;0,0;0,0;1,0;0,1;0,0;0,1;0,0;0,0;1,0;1,0;1,0;0,0;0,1;0,0;0,0;0,1;1,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0	3,6,4,2,5,3,6,4,7,5,8,11,9,12,10,8,6,4,7,10	42,11,8,7,24,8,8,5,6,11,7,6,6,6,19,7,8,6,6,15	29,18
78	1	5	0	29	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1	3,5,-2,3,3,3;1,10,1,6,1,6;-1,15,-1,9,4,4;2,20,-3,12,2,2;0,25,2,15,5,5;3,25,2,13,8,3;6,25,2,16,11,6;9,30,2,19,14,4;7,30,2,22,12,7;10,30,2,25,10,5;13,30,7,28,8,8;11,30,12,31,11,11;14,30,17,34,9,9;12,30,22,37,7,12;15,35,22,40,5,10;18,35,22,43,8,8;16,40,22,46,6,6;14,45,22,49,4,4;17,45,22,47,7,7;20,50,22,45,10,10	2,2,2,2,2,2,2,2	2,2,2,2,2,2,2,2	2,1;3,5;4,5;4,3;5,4;3,5;4,3;4,3;5,3;5,4;5,3;4,5;3,4;3,4;5,3;5,3;5,3;3,5;3,5;4,5	1,0;0,0;1,0;0,1;1,1;0,0;1,1;1,1;1,1;0,0;1,1;1,1;1,0;1,0;1,0;1,0;1,0;0,1;1,0;0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,10,10,10,10,10,10,10,10,10,10,10,10,15,18,21,24,29,34	21,11,6,6,17,12,5,4,4,12,5,4,4,3,9,9,5,6,6,13	14,7
79	1	5	1	23	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0	3,5,-2,3,3,3;1,10,1,6,1,6;-1,15,-1,9,4,4;2,20,-3,12,2,2;0,25,2,15,5,5;3,25,2,13,8,3;6,25,2,16,11,6;9,30,2,19,14,4;7,30,2,22,12,7;10,30,2,25,10,5;13,30,7,28,8,8;11,30,12,31,11,11;14,30,17,34,9,9;12,30,22,37,7,12;15,35,22,40,5,10;18,35,22,43,8,8;16,40,22,46,6,6;14,45,22,49,4,4;17,45,22,47,7,7;20,50,22,45,10,10	3,3,3,4,3,3,2,3	4,4,3,4,4,4,3,4	0,4;4,1;2,3;0,5;1,3;2,5;2,5;2,5;0,3;2,4;2,5;5,2;3,0;2,5;4,1;0,4;0,3;4,0;4,0;1,4	0,0;1,0;0,1;1,0;1,1;0,0;0,1;0,0;0,1;0,0;1,1;1,1;1,1;1,1;1,0;0,0;1,0;1,1;0,0;0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0	5,5,5,5,10,15,15,15,20,25,30,35,35,40,45,50,50,50,50,55	21,15,12,12,18,7,7,7,7,13,6,7,6,5,11,6,5,5,6,8	23,23
80	1	5	2	25	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1	3,5,-2,3,3,3;1,10,1,6,1,6;-1,15,-1,9,4,4;2,20,-3,12,2,2;0,25,2,15,5,5;3,25,2,13,8,3;6,25,2,16,11,6;9,30,2,19,14,4;7,30,2,22,12,7;10,30,2,25,10,5;13,30,7,28,8,8;11,30,12,31,11,11;14,30,17,34,9,9;12,30,22,37,7,12;15,35,22,40,5,10;18,35,22,43,8,8;16,40,22,46,6,6;14,45,22,49,4,4;17,45,22,47,7,7;20,50,22,45,10,10	5,5,5,5,2,2,2,2	5,5,5,5,2,2,2,2	1,0;3,1;0,2;0,2;5,3;0,1;2,1;3,5;2,4;1,2;2,0;0,1;5,4;3,4;1,2;2,3;0,1;4,1;2,1;3,0	0,0;0,0;0,0;1,0;1,1;1,0;0,0;1,0;0,0;0,0;1,1;0,0;0,0;1,0;0,1;1,0;1,0;1,0;1,1;1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0	5,10,10,15,20,25,25,25,25,25,30,30,30,30,30,30,30,35,35,40	14,8,6,7,6,7,6,6,6,6,6,5,7,5,5,6,5,5,6,5	28,12
81	1	5	3	56	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0	3,5,-2,3,3,3;1,10,1,6,1,6;-1,15,-1,9,4,4;2,20,-3,12,2,2;0,25,2,15,5,5;3,25,2,13,8,3;6,25,2,16,11,6;9,30,2,19,14,4;7,30,2,22,12,7;10,30,2,25,10,5;13,30,7,28,8,8;11,30,12,31,11,11;14,30,17,34,9,9;12,30,22,37,7,12;15,35,22,40,5,10;18,35,22,43,8,8;16,40,22,46,6,6;14,45,22,49,4,4;17,45,22,47,7,7;20,50,22,45,10,10	3,3,3,3,3,3,3,3	4,4,4,4,3,3,3,3	2,0;0,2;2,1;2,0;1,2;5,3;3,5;5,4;4,3;3,5;2,1;2,3;4,1;5,0;3,2;1,4;5,2;4,1;5,2;3,1	1,0;1,0;0,1;0,1;1,1;0,0;1,1;0,1;0,1;1,0;1,0;1,1;0,0;1,0;0,1;1,0;1,1;1,0;0,1;1,0	1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0	1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1	-2,-4,-1,2,0,3,1,-1,-3,0,5,10,10,15,20,25,25,25,30,30	28,19,8,5,16,11,6,5,5,10,12,7,7,8,7,7,5,6,4,7	13,15
82	1	5	4	40	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0	3,5,-2,3,3,3;1,10,1,6,1,6;-1,15,-1,9,4,4;2,20,-3,12,2,2;0,25,2,15,5,5;3,25,2,13,8,3;6,25,2,16,11,6;9,30,2,19,14,4;7,30,2,22,12,7;10,30,2,25,10,5;13,30,7,28,8,8;11,30,12,31,11,11;14,30,17,34,9,9;12,30,22,37,7,12;15,35,22,40,5,10;18,35,22,43,8,8;16,40,22,46,6,6;14,45,22,49,4,4;17,45,22,47,7,7;20,50,22,45,10,10	5,5,5,5,3,3,4,3	5,5,5,5,3,3,3,3	1,3;0,1;3,5;3,5;0,2;4,5;4,3;5,3;2,0;5,3;2,1;0,1;3,5;5,4;5,4;4,5;2,5;5,3;5,4;1,5	0,0;1,0;1,0;1,0;0,1;1,0;1,1;0,1;0,0;0,1;1,0;0,0;1,0;1,0;1,1;0,1;1,1;1,0;0,0;0,0	0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0	0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0	5,3,1,6,11,9,7,5,8,11,11,16,21,26,26,26,26,26,31,36	20,9,6,5,8,5,4,4,4,6,4,4,3,4,5,6,4,3,4,5	27,12
83	1	5	5	56	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0	3,5,-2,3,3,3;1,10,1,6,1,6;-1,15,-1,9,4,4;2,20,-3,12,2,2;0,25,2,15,5,5;3,25,2,13,8,3;6,25,2,16,11,6;9,30,2,19,14,4;7,30,2,22,12,7;10,30,2,25,10,5;13,30,7,28,8,8;11,30,12,31,11,11;14,30,17,34,9,9;12,30,22,37,7,12;15,35,22,40,5,10;18,35,22,43,8,8;16,40,22,46,6,6;14,45,22,49,4,4;17,45,22,47,7,7;20,50,22,45,10,10	5,5,5,5,5,5,5,5	5,5,3,3,3,3,3,3	4,3;4,5;3,5;5,4;5,4;4,5;4,3;4,3;3,4;3,4;3,4;4,5;4,3;5,3;3,4;4,5;3,4;4,5;4,5;3,4	0,0;1,0;1,0;0,0;1,1;1,0;1,1;1,1;1,0;1,0;1,0;1,1;0,1;1,1;0,1;0,1;0,1;1,1;0,0;1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,5,10,15,20,25,30,35,40,45,50,55,60,60,60,60,60,60,60	44,14,11,8,23,8,8,8,7,11,9,13,11,8,10,7,10,7,8,16	29,50
84	1	6	0	30	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1	5,5,5,-2,5,0;10,5,10,-4,3,0;10,5,10,-1,1,5;10,5,15,2,6,10;10,10,20,0,11,15;10,15,25,3,9,20;10,15,25,1,7,25;10,15,25,-1,5,30;10,20,25,-3,8,35;10,25,25,0,11,40;10,30,30,5,11,45;10,35,30,10,16,50;10,35,30,10,21,55;10,40,30,15,26,60;15,45,30,20,26,60;18,50,30,25,26,60;21,50,30,25,26,60;24,50,35,25,26,60;29,50,35,30,31,60;34,55,40,30,36,60	5,5,4,4,1,1,3,3	5,5,4,4,1,1,3,3	4,2;2,1;3,4;1,3;1,2;0,2;2,0;1,2;2,0;4,0;4,5;2,0;0,1;0,1;1,0;5,1;3,5;1,2;1,2;2,1	0,0;0,1;1,0;0,1;1,1;0,1;0,0;0,0;0,0;1,0;0,1;0,0;0,0;0,1;0,0;1,0;1,1;1,0;1,1;0,0	1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0	0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0	3,1,1,1,1,6,6,6,6,6,6,9,9,14,19,24,24,27,27,32	17,9,8,5,7,5,4,6,4,7,4,6,4,4,6,4,4,4,4,4	14,10
85	1	6	1	25	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1	5,5,5,-2,5,0;10,5,10,-4,3,0;10,5,10,-1,1,5;10,5,15,2,6,10;10,10,20,0,11,15;10,15,25,3,9,20;10,15,25,1,7,25;10,15,25,-1,5,30;10,20,25,-3,8,35;10,25,25,0,11,40;10,30,30,5,11,45;10,35,30,10,16,50;10,35,30,10,21,55;10,40,30,15,26,60;15,45,30,20,26,60;18,50,30,25,26,60;21,50,30,25,26,60;24,50,35,25,26,60;29,50,35,30,31,60;34,55,40,30,36,60	5,4,5,5,4,3,3,3	4,4,4,5,4,4,4,5	1,3;2,1;3,5;2,4;4,1;2,5;3,0;5,1;5,2;1,5;4,0;4,1;4,0;5,2;4,2;5,0;1,4;5,0;1,4;0,4	0,1;0,1;1,1;1,1;1,1;1,1;0,0;1,0;1,0;1,1;0,0;1,1;1,0;1,0;1,1;1,0;1,1;1,0;1,0;0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0	3,1,-1,2,5,8,11,14,17,20,23,21,19,22,20,18,16,19,22,25	33,14,23,9,27,480,14,32,58,11,10,10,9,12,10,10,8,9,9,9	23,12
86	1	6	2	30	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0	5,5,5,-2,5,0;10,5,10,-4,3,0;10,5,10,-1,1,5;10,5,15,2,6,10;10,10,20,0,11,15;10,15,25,3,9,20;10,15,25,1,7,25;10,15,25,-1,5,30;10,20,25,-3,8,35;10,25,25,0,11,40;10,30,30,5,11,45;10,35,30,10,16,50;10,35,30,10,21,55;10,40,30,15,26,60;15,45,30,20,26,60;18,50,30,25,26,60;21,50,30,25,26,60;24,50,35,25,26,60;29,50,35,30,31,60;34,55,40,30,36,60	4,4,3,3,4,4,3,3	4,4,3,3,4,4,3,3	3,2;5,2;3,4;2,0;3,0;0,2;0,2;3,5;0,1;2,1;1,2;2,1;0,2;1,2;1,2;0,2;0,1;1,0;1,0;2,1	1,0;1,0;1,0;1,0;0,0;0,1;0,0;0,1;0,1;0,1;1,1;0,1;0,0;1,0;0,1;0,1;0,1;1,0;1,0;0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1	5,10,10,10,10,15,15,15,15,15,20,25,30,35,35,35,35,35,35,35	25,14,17,11,21,10,9,6,6,10,11,6,6,5,9,6,5,5,5,9	16,17
87	1	6	3	52	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1	5,5,5,-2,5,0;10,5,10,-4,3,0;10,5,10,-1,1,5;10,5,15,2,6,10;10,10,20,0,11,15;10,15,25,3,9,20;10,15,25,1,7,25;10,15,25,-1,5,30;10,20,25,-3,8,35;10,25,25,0,11,40;10,30,30,5,11,45;10,35,30,10,16,50;10,35,30,10,21,55;10,40,30,15,26,60;15,45,30,20,26,60;18,50,30,25,26,60;21,50,30,25,26,60;24,50,35,25,26,60;29,50,35,30,31,60;34,55,40,30,36,60	4,4,4,4,4,4,3,3	4,4,4,4,4,4,4,4	1,5;5,2;5,2;5,3;3,1;3,4;0,5;3,1;5,0;4,2;3,1;4,5;1,3;4,0;5,4;5,2;5,1;0,3;3,0;4,0	0,1;1,0;1,0;1,1;0,1;1,0;0,1;0,0;1,0;1,0;1,1;1,1;0,0;1,0;1,1;1,1;1,1;0,1;0,0;0,0	1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1	1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0	-2,-4,-6,-3,0,-2,3,6,4,2,0,-2,-4,-6,-3,-3,0,3,1,4	68,36,33,36,29,19,24,12,18,17,11,10,10,19,17,10,8,9,9,13	48,23
88	1	6	4	30	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0	5,5,5,-2,5,0;10,5,10,-4,3,0;10,5,10,-1,1,5;10,5,15,2,6,10;10,10,20,0,11,15;10,15,25,3,9,20;10,15,25,1,7,25;10,15,25,-1,5,30;10,20,25,-3,8,35;10,25,25,0,11,40;10,30,30,5,11,45;10,35,30,10,16,50;10,35,30,10,21,55;10,40,30,15,26,60;15,45,30,20,26,60;18,50,30,25,26,60;21,50,30,25,26,60;24,50,35,25,26,60;29,50,35,30,31,60;34,55,40,30,36,60	3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3	4,3;5,3;0,3;4,3;3,4;4,1;5,4;3,4;2,0;3,4;3,4;5,4;5,4;4,5;2,0;3,5;3,5;0,1;5,3;3,5	0,1;1,1;0,1;1,1;0,1;0,1;1,0;0,0;0,0;1,1;1,0;1,1;1,1;1,1;1,0;0,1;1,1;0,1;1,0;1,1	0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1	0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0	5,5,5,8,13,11,16,16,16,21,24,29,34,39,44,42,42,47,50,53	66,17,14,13,23,9,7,5,4,8,5,6,16,6,10,5,6,5,5,10	19,10
89	1	6	5	45	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1	5,5,5,-2,5,0;10,5,10,-4,3,0;10,5,10,-1,1,5;10,5,15,2,6,10;10,10,20,0,11,15;10,15,25,3,9,20;10,15,25,1,7,25;10,15,25,-1,5,30;10,20,25,-3,8,35;10,25,25,0,11,40;10,30,30,5,11,45;10,35,30,10,16,50;10,35,30,10,21,55;10,40,30,15,26,60;15,45,30,20,26,60;18,50,30,25,26,60;21,50,30,25,26,60;24,50,35,25,26,60;29,50,35,30,31,60;34,55,40,30,36,60	5,4,5,3,4,2,3,3	5,4,4,2,4,3,3,2	5,0;2,3;3,0;2,3;4,2;2,3;5,1;2,3;0,5;4,0;4,1;2,0;5,0;2,5;3,4;1,4;4,0;4,0;5,0;4,1	1,0;0,1;1,0;1,1;1,1;1,1;1,0;0,0;0,1;1,0;0,1;0,0;1,0;0,1;0,1;0,1;1,0;1,0;1,0;0,0	1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1	0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1	3,6,4,9,7,10,8,6,9,12,10,13,11,16,19,22,25,28,26,24	23,12,225,6,8,6,6,5,11,7,5,6,5,6,6,5,7,7,6,9	20,15
90	1	7	0	25	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0	3,3,5,-2,5,3;1,1,10,-4,5,6;1,-1,10,-6,5,4;1,2,10,-3,8,9;1,5,10,0,13,7;6,8,15,-2,11,10;6,11,15,3,16,8;6,14,15,6,16,6;6,17,15,4,16,9;6,20,15,2,21,12;6,23,20,0,24,10;9,21,25,-2,29,13;9,19,30,-4,34,11;14,22,35,-6,39,16;19,20,35,-3,44,19;24,18,35,-3,42,22;24,16,35,0,42,25;27,19,35,3,47,28;27,22,35,1,50,26;32,25,35,4,53,24	4,3,3,3,2,2,2,3	2,3,3,3,2,2,2,3	4,1;2,1;5,3;1,2;4,5;5,4;4,3;4,5;5,3;4,5;3,0;5,4;0,2;3,0;3,5;0,1;1,0;1,0;0,2;1,0	0,0;0,1;0,0;1,0;1,0;1,0;1,1;0,0;1,0;1,1;0,0;1,1;0,1;0,1;0,0;0,1;1,1;0,0;1,1;0,0	1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1	0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0	3,6,9,9,7,7,5,8,6,4,2,2,0,3,6,9,12,15,18,21	17,34,12,13,12,11,15,9,12,9,59,20,24,12,14,38,23,9,35,20	13,17
91	1	7	1	47	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1	3,3,5,-2,5,3;1,1,10,-4,5,6;1,-1,10,-6,5,4;1,2,10,-3,8,9;1,5,10,0,13,7;6,8,15,-2,11,10;6,11,15,3,16,8;6,14,15,6,16,6;6,17,15,4,16,9;6,20,15,2,21,12;6,23,20,0,24,10;9,21,25,-2,29,13;9,19,30,-4,34,11;14,22,35,-6,39,16;19,20,35,-3,44,19;24,18,35,-3,42,22;24,16,35,0,42,25;27,19,35,3,47,28;27,22,35,1,50,26;32,25,35,4,53,24	4,5,5,4,3,3,3,4	5,5,4,4,4,4,4,5	2,4;0,4;2,4;2,5;0,5;2,5;1,3;2,5;2,5;1,3;1,4;2,3;0,3;2,5;1,3;0,5;1,3;1,3;2,4;0,4	0,0;1,1;0,0;0,1;0,0;1,1;1,1;0,0;0,1;1,0;1,1;1,0;0,0;1,1;1,0;0,0;1,0;0,0;1,0;0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1	3,6,9,12,10,13,16,19,17,20,23,26,29,32,30,28,26,29,32,30	42,32,31,20,23,20,16,16,18,20,17,19,22,15,19,16,16,16,17,17	29,32
