subject	chain	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	IP_Hub_Country_Code	IP_Hub_ISP	IP_Hub_nonUSIP	IP_Hub_VPS	IP_Hub_recommend_block
	3	0	5	32	Male	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1	-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1;-1,-1,-1,-1,-1,-1	more	equal	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1;-1,-1,-1	1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1	0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1	3,8,6,4,7,7,10,8,11,16,14,19,24,22,20,23,23,26,31,29	9,5,3,3,9,7,3,3,4,7,4,3,4,4,6,5,4,5,4,4	US	AS40676	0	1	1
162.0	3	1	0	21	Male	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0	-2,5,5,5,5,3;-2,10,10,5,5,8;-2,13,15,10,10,6;-2,13,18,10,10,4;3,13,21,15,10,7;6,16,26,15,10,7;6,21,29,20,15,10;11,26,27,25,20,8;16,26,30,25,25,11;21,31,28,25,25,16;24,31,31,30,30,14;29,36,34,35,33,19;29,39,37,35,33,24;29,44,40,35,33,22;34,49,38,35,33,20;32,54,41,40,31,23;37,54,44,45,36,23;42,54,42,50,34,26;47,54,45,50,34,31;52,57,48,55,34,29	more	equal	2,3,1;4,3,5;1,2,3;1,3,2;5,2,4;5,2,4;4,1,0;5,3,4;2,1,0;4,3,5;3,4,5;1,5,2;4,3,5;0,3,1;0,4,2;3,0,5;3,2,4;1,2,0;1,3,0;2,5,3	0,0,0;1,1,0;0,0,0;0,0,1;1,1,0;0,1,0;0,0,1;0,1,1;1,0,1;1,1,0;0,0,1;0,0,0;0,0,1;0,0,1;1,0,0;1,0,1;0,0,0;1,1,0;1,1,0;0,1,0	0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0	0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1	5,5,8,13,18,21,26,29,27,25,28,31,29,32,32,30,33,36,36,36	14,8,6,4,5,4,22,5,4,3,4,4,3,3,3,4,3,3,4,4	US	MDC-EDU	0	0	0
163.0	3	1	1	29	Male	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0	-2,5,5,5,5,3;-2,10,10,5,5,8;-2,13,15,10,10,6;-2,13,18,10,10,4;3,13,21,15,10,7;6,16,26,15,10,7;6,21,29,20,15,10;11,26,27,25,20,8;16,26,30,25,25,11;21,31,28,25,25,16;24,31,31,30,30,14;29,36,34,35,33,19;29,39,37,35,33,24;29,44,40,35,33,22;34,49,38,35,33,20;32,54,41,40,31,23;37,54,44,45,36,23;42,54,42,50,34,26;47,54,45,50,34,31;52,57,48,55,34,29	equal	idk	1,4,0;1,2,4;1,0,5;2,0,5;0,2,4;3,5,4;3,5,4;3,5,4;0,1,5;5,4,3;5,4,3;0,1,5;5,3,1;0,2,4;4,5,1;0,1,5;3,5,4;3,5,4;3,5,4;5,4,3	0,0,1;0,0,1;0,1,1;1,0,0;1,1,0;0,0,0;0,0,0;1,0,1;1,0,1;0,1,1;1,0,0;0,0,0;1,0,1;0,1,0;0,0,1;0,1,1;0,1,0;0,0,1;1,0,1;1,1,0	0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0	0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1	5,8,13,16,19,24,24,29,32,32,32,35,35,35,35,38,38,38,38,38	42,19,8,11,14,9,5,4,7,7,10,5,5,4,8,6,3,4,4,7	US	COGENT-174	0	0	0
164.0	3	1	2	30	Female	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1	-2,5,5,5,5,3;-2,10,10,5,5,8;-2,13,15,10,10,6;-2,13,18,10,10,4;3,13,21,15,10,7;6,16,26,15,10,7;6,21,29,20,15,10;11,26,27,25,20,8;16,26,30,25,25,11;21,31,28,25,25,16;24,31,31,30,30,14;29,36,34,35,33,19;29,39,37,35,33,24;29,44,40,35,33,22;34,49,38,35,33,20;32,54,41,40,31,23;37,54,44,45,36,23;42,54,42,50,34,26;47,54,45,50,34,31;52,57,48,55,34,29	equal	equal	1,4,0;1,5,2;2,4,1;2,3,0;0,4,1;4,2,5;5,1,3;5,2,4;3,1,4;3,0,4;0,3,2;0,5,1;1,5,2;1,5,2;1,3,0;0,3,2;2,3,0;0,4,2;0,3,1;0,3,2	0,0,1;0,0,0;0,0,0;1,0,0;1,0,0;0,1,0;0,0,0;0,0,1;0,0,1;1,0,1;0,0,0;0,0,0;1,1,1;1,0,1;1,0,1;0,1,1;0,0,0;0,1,1;0,1,1;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0	5,10,15,15,15,15,20,20,20,20,25,30,35,40,45,50,55,55,55,60	19,8,5,6,10,5,4,4,4,7,3,3,3,3,5,4,4,3,3,4	US	TWC-10796-MIDWEST	0	0	0
165.0	3	1	3	20	Female	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1	-2,5,5,5,5,3;-2,10,10,5,5,8;-2,13,15,10,10,6;-2,13,18,10,10,4;3,13,21,15,10,7;6,16,26,15,10,7;6,21,29,20,15,10;11,26,27,25,20,8;16,26,30,25,25,11;21,31,28,25,25,16;24,31,31,30,30,14;29,36,34,35,33,19;29,39,37,35,33,24;29,44,40,35,33,22;34,49,38,35,33,20;32,54,41,40,31,23;37,54,44,45,36,23;42,54,42,50,34,26;47,54,45,50,34,31;52,57,48,55,34,29	equal	equal	3,2,5;3,2,5;3,5,4;1,4,3;4,3,5;4,1,5;5,3,4;3,4,5;1,2,0;3,2,4;3,5,2;5,3,4;5,3,4;0,4,5;5,2,4;2,4,3;1,3,5;4,3,5;5,4,3;5,3,4	0,0,0;1,0,0;0,1,0;0,0,0;0,1,1;0,1,0;0,0,0;1,1,0;0,1,1;1,1,1;0,1,0;0,0,0;1,0,0;0,0,0;0,0,0;1,0,1;1,0,1;1,0,0;0,1,1;1,0,1	0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1	5,8,13,13,18,18,21,26,31,31,36,41,41,41,41,46,46,51,51,51	20,10,7,7,10,8,5,5,5,7,5,4,5,5,7,4,4,4,5,5	US	NERDCNET	0	1	1
166.0	3	1	4	27	Female	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1	-2,5,5,5,5,3;-2,10,10,5,5,8;-2,13,15,10,10,6;-2,13,18,10,10,4;3,13,21,15,10,7;6,16,26,15,10,7;6,21,29,20,15,10;11,26,27,25,20,8;16,26,30,25,25,11;21,31,28,25,25,16;24,31,31,30,30,14;29,36,34,35,33,19;29,39,37,35,33,24;29,44,40,35,33,22;34,49,38,35,33,20;32,54,41,40,31,23;37,54,44,45,36,23;42,54,42,50,34,26;47,54,45,50,34,31;52,57,48,55,34,29	equal	less	4,5,3;3,0,5;5,1,4;1,0,2;4,2,1;3,5,0;0,2,4;4,0,5;1,2,3;2,1,4;2,4,0;2,1,3;0,2,1;5,2,3;2,3,1;0,5,2;1,4,2;4,0,5;5,2,0;1,3,2	0,0,0;1,1,0;1,0,0;0,0,1;0,1,0;0,0,1;1,0,0;1,1,0;0,1,0;1,0,1;0,0,0;0,0,0;0,1,1;0,1,0;0,0,1;0,1,1;1,0,0;1,0,0;0,0,0;0,0,0	0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,-2,1,1,1,4,9,14,14,19,24,29,29,29,29,29,34,39,44,49	14,15,11,11,218,7,6,9,44,4,5,5,4,76,5,5,5,4,7,6	US	DIGITALOCEAN-ASN	0	1	1
167.0	3	1	5	41	Female	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0	-2,5,5,5,5,3;-2,10,10,5,5,8;-2,13,15,10,10,6;-2,13,18,10,10,4;3,13,21,15,10,7;6,16,26,15,10,7;6,21,29,20,15,10;11,26,27,25,20,8;16,26,30,25,25,11;21,31,28,25,25,16;24,31,31,30,30,14;29,36,34,35,33,19;29,39,37,35,33,24;29,44,40,35,33,22;34,49,38,35,33,20;32,54,41,40,31,23;37,54,44,45,36,23;42,54,42,50,34,26;47,54,45,50,34,31;52,57,48,55,34,29	equal	equal	3,5,0;3,1,2;5,1,3;4,0,3;2,4,0;1,3,2;3,1,5;1,5,2;5,1,4;0,4,2;1,4,0;3,0,4;1,5,3;0,2,1;3,1,4;2,3,0;3,1,5;0,3,2;5,0,3;2,3,1	0,0,1;1,0,0;1,0,0;0,0,0;1,0,1;1,0,1;0,0,0;1,0,0;1,0,1;0,1,1;1,0,0;0,0,0;1,1,0;0,1,1;0,1,0;1,1,0;0,1,1;0,0,1;0,0,1;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0	5,10,15,15,20,25,30,30,35,35,40,45,50,55,55,60,60,65,70,75	20,12,10,10,16,7,5,6,5,6,5,4,6,4,6,4,4,4,5,5	US	COGENT-174	0	0	0
168.0	3	2	0	33	Male	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0	5,5,5,5,0,5;5,8,10,8,-2,10;8,13,15,13,1,15;13,16,15,13,1,15;18,19,15,18,1,20;21,24,15,18,4,25;26,24,20,21,9,30;29,29,20,26,14,30;27,32,20,31,14,35;25,32,20,31,19,35;28,32,25,36,24,40;31,35,30,41,29,45;29,35,35,41,29,50;32,35,40,41,29,55;32,35,45,41,29,55;30,38,50,46,29,60;33,38,55,46,34,60;36,38,55,51,39,65;36,38,55,51,44,70;36,38,60,51,49,75	more	less	5,1,2;1,2,0;0,3,4;1,2,0;0,2,1;2,1,0;5,3,4;1,0,2;1,2,0;0,1,2;1,0,2;1,2,0;2,0,1;0,1,2;2,0,1;0,1,2;0,1,2;0,1,2;5,3,4;0,1,2	0,0,0;0,0,1;0,0,0;1,0,1;1,0,1;0,1,1;0,0,0;1,1,0;1,0,0;1,1,1;1,0,0;0,0,0;1,0,0;1,0,1;1,0,0;0,1,1;0,1,0;0,1,1;0,1,0;1,1,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0	3,1,4,2,5,8,11,9,7,10,13,11,14,17,20,18,21,19,17,20	25,13,8,8,9,7,6,7,5,8,6,9,7,5,5,5,4,5,4,5	US	ASN-CXA-ALL-CCI-22773-RDC	0	0	0
169.0	3	2	1	29	Male	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0	5,5,5,5,0,5;5,8,10,8,-2,10;8,13,15,13,1,15;13,16,15,13,1,15;18,19,15,18,1,20;21,24,15,18,4,25;26,24,20,21,9,30;29,29,20,26,14,30;27,32,20,31,14,35;25,32,20,31,19,35;28,32,25,36,24,40;31,35,30,41,29,45;29,35,35,41,29,50;32,35,40,41,29,55;32,35,45,41,29,55;30,38,50,46,29,60;33,38,55,46,34,60;36,38,55,51,39,65;36,38,55,51,44,70;36,38,60,51,49,75	equal	equal	1,2,0;0,2,1;2,1,0;2,1,0;1,0,2;0,1,2;0,2,1;1,2,0;2,1,0;0,1,2;1,0,2;0,1,2;0,1,2;0,1,2;1,0,2;0,2,1;2,1,0;0,2,1;2,1,0;0,1,2	0,0,0;1,0,0;0,0,0;0,1,1;1,1,0;1,1,0;0,0,1;1,0,1;0,1,0;1,1,1;1,0,0;0,0,0;0,0,1;1,0,1;0,0,1;0,1,1;0,1,0;0,1,1;1,1,1;1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,15,15,15,15,20,20,20,25,30,35,35,35,35,35,40,45,50,55	12,6,5,4,12,5,3,4,4,6,4,4,4,4,7,3,3,3,3,6	US	ATT-INTERNET4	0	0	0
170.0	3	2	2	50	Female	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0	5,5,5,5,0,5;5,8,10,8,-2,10;8,13,15,13,1,15;13,16,15,13,1,15;18,19,15,18,1,20;21,24,15,18,4,25;26,24,20,21,9,30;29,29,20,26,14,30;27,32,20,31,14,35;25,32,20,31,19,35;28,32,25,36,24,40;31,35,30,41,29,45;29,35,35,41,29,50;32,35,40,41,29,55;32,35,45,41,29,55;30,38,50,46,29,60;33,38,55,46,34,60;36,38,55,51,39,65;36,38,55,51,44,70;36,38,60,51,49,75	idk	equal	0,2,1;2,1,0;2,1,0;0,1,2;2,1,0;1,0,2;0,1,2;0,2,1;1,2,0;0,2,1;0,2,1;0,1,2;0,1,2;2,0,1;2,1,0;0,2,1;1,0,2;0,2,1;0,2,1;0,2,1	0,0,0;0,0,1;0,0,0;1,1,0;0,1,1;1,1,0;0,1,0;1,0,1;1,0,0;1,1,1;0,0,1;0,0,0;0,0,1;1,1,0;1,0,0;0,1,1;1,0,0;0,1,1;1,1,1;1,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1	5,10,15,15,20,25,25,30,30,30,35,40,40,40,40,40,45,50,50,50	22,9,8,12,18,8,7,8,6,12,6,7,9,6,8,6,6,7,6,10	US	COMCAST-7922	0	0	0
171.0	3	2	3	26	Female	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1	5,5,5,5,0,5;5,8,10,8,-2,10;8,13,15,13,1,15;13,16,15,13,1,15;18,19,15,18,1,20;21,24,15,18,4,25;26,24,20,21,9,30;29,29,20,26,14,30;27,32,20,31,14,35;25,32,20,31,19,35;28,32,25,36,24,40;31,35,30,41,29,45;29,35,35,41,29,50;32,35,40,41,29,55;32,35,45,41,29,55;30,38,50,46,29,60;33,38,55,46,34,60;36,38,55,51,39,65;36,38,55,51,44,70;36,38,60,51,49,75	equal	equal	4,1,3;3,4,1;0,4,1;4,5,3;5,1,3;3,2,5;0,1,2;3,0,4;5,4,3;2,1,0;3,1,5;1,0,2;3,5,4;0,5,2;2,1,4;5,4,3;0,2,1;4,1,3;2,1,4;4,5,3	1,0,0;0,1,0;0,0,0;0,0,0;1,1,1;0,0,1;0,1,0;1,1,1;1,0,1;1,1,1;0,1,0;0,0,0;0,1,0;1,1,1;1,0,0;1,0,1;0,0,1;0,1,0;1,1,0;0,0,1	0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1	5,3,3,8,11,14,14,19,24,24,24,29,32,37,42,47,47,47,47,47	36,11,9,10,15,8,6,6,6,11,7,9,6,7,10,6,5,6,5,9	US	TWC-10796-MIDWEST	0	0	0
172.0	3	2	4	28	Male	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0	5,5,5,5,0,5;5,8,10,8,-2,10;8,13,15,13,1,15;13,16,15,13,1,15;18,19,15,18,1,20;21,24,15,18,4,25;26,24,20,21,9,30;29,29,20,26,14,30;27,32,20,31,14,35;25,32,20,31,19,35;28,32,25,36,24,40;31,35,30,41,29,45;29,35,35,41,29,50;32,35,40,41,29,55;32,35,45,41,29,55;30,38,50,46,29,60;33,38,55,46,34,60;36,38,55,51,39,65;36,38,55,51,44,70;36,38,60,51,49,75	more	less	3,5,0;5,4,3;1,0,2;4,5,3;3,5,4;5,4,3;2,1,0;1,5,2;5,2,1;5,3,4;2,0,1;2,1,0;2,0,1;2,0,1;4,5,3;1,0,2;5,4,3;2,1,0;2,1,0;5,3,4	0,0,0;0,1,0;0,0,0;0,0,0;1,1,0;1,1,0;0,1,0;1,0,0;1,0,1;1,1,0;0,0,1;0,0,0;1,0,0;1,1,0;0,0,0;1,0,1;1,0,1;1,1,0;1,1,1;0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0	5,10,15,15,20,25,30,30,35,35,40,45,45,45,45,50,50,55,60,65	42,15,11,7,20,6,5,7,6,6,5,6,4,11,32,6,6,7,6,10	US	ATT-INTERNET4	0	0	0
173.0	3	2	5	35	Male	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0	5,5,5,5,0,5;5,8,10,8,-2,10;8,13,15,13,1,15;13,16,15,13,1,15;18,19,15,18,1,20;21,24,15,18,4,25;26,24,20,21,9,30;29,29,20,26,14,30;27,32,20,31,14,35;25,32,20,31,19,35;28,32,25,36,24,40;31,35,30,41,29,45;29,35,35,41,29,50;32,35,40,41,29,55;32,35,45,41,29,55;30,38,50,46,29,60;33,38,55,46,34,60;36,38,55,51,39,65;36,38,55,51,44,70;36,38,60,51,49,75	equal	equal	3,2,5;4,0,1;3,1,0;1,4,3;2,0,5;4,5,3;5,1,4;4,5,3;1,2,0;4,3,2;3,5,4;2,0,1;5,4,3;4,5,3;5,4,3;1,0,2;4,0,3;1,4,2;5,3,4;5,3,4	0,0,0;1,1,0;0,0,0;1,0,0;0,1,1;1,1,0;0,1,0;1,0,1;1,0,0;0,1,1;0,0,0;0,0,0;1,0,0;0,1,0;0,0,0;1,0,1;0,0,1;1,0,1;0,1,0;0,1,0	1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1	0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0	3,8,11,11,14,14,17,20,25,23,21,24,22,25,28,28,31,36,39,42	66,28,19,10,13,6,8,6,5,10,6,5,5,5,6,6,47,6,8,48	US	M247	0	1	1
174.0	3	3	0	61	Female	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0	3,5,5,5,5,3;1,10,10,3,10,8;4,15,15,3,15,11;2,15,15,8,15,11;5,15,20,11,20,14;8,15,25,14,25,14;11,20,25,14,30,17;9,20,30,19,30,20;7,20,30,24,35,25;10,25,30,24,35,23;13,30,35,24,40,21;11,35,40,29,45,24;14,35,40,32,45,22;17,35,40,37,45,25;20,35,40,42,45,28;18,35,40,47,50,28;21,40,45,47,50,31;19,45,50,47,55,36;17,50,50,47,60,39;20,55,50,47,65,42	equal	idk	0,3,1;1,3,2;0,2,4;4,3,0;4,3,0;4,2,5;2,0,3;1,3,5;2,1,3;0,4,5;1,0,2;1,2,3;4,3,5;1,2,0;0,4,5;3,4,5;5,0,2;5,3,4;4,1,0;0,5,4	0,0,0;0,1,0;0,0,0;0,1,0;1,1,1;1,1,0;1,0,1;0,1,1;0,0,1;0,1,1;0,0,0;0,0,0;0,1,0;0,0,1;1,0,1;1,1,0;0,0,0;0,1,0;0,0,1;0,0,0	0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0	0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1	5,8,13,13,13,11,16,16,16,21,19,19,24,29,34,32,37,42,40,40	31,12,9,6,25,10,6,6,5,11,8,6,5,5,8,7,13,8,6,25	US	TWC-10796-MIDWEST	0	0	0
175.0	3	3	1	34	Female	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0	3,5,5,5,5,3;1,10,10,3,10,8;4,15,15,3,15,11;2,15,15,8,15,11;5,15,20,11,20,14;8,15,25,14,25,14;11,20,25,14,30,17;9,20,30,19,30,20;7,20,30,24,35,25;10,25,30,24,35,23;13,30,35,24,40,21;11,35,40,29,45,24;14,35,40,32,45,22;17,35,40,37,45,25;20,35,40,42,45,28;18,35,40,47,50,28;21,40,45,47,50,31;19,45,50,47,55,36;17,50,50,47,60,39;20,55,50,47,65,42	equal	equal	0,2,3;0,2,5;1,2,5;1,2,3;0,2,3;0,1,3;0,2,3;0,2,3;1,2,3;2,1,5;0,1,3;2,1,5;0,1,4;1,2,4;2,0,4;1,2,3;0,2,4;1,0,5;1,0,4;1,2,4	0,0,0;1,0,0;0,0,0;0,0,1;1,1,1;1,0,1;0,1,1;0,1,1;0,0,1;1,0,1;0,0,1;0,0,0;1,0,0;0,0,0;0,1,0;0,0,1;0,0,1;0,1,0;0,1,0;0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,15,15,15,15,20,20,20,25,30,35,35,35,35,35,40,45,50,55	22,14,9,6,22,6,6,5,4,9,5,5,4,5,11,5,4,4,4,4	US	ATT-INTERNET4	0	0	0
176.0	3	3	2	31	Male	0	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0	3,5,5,5,5,3;1,10,10,3,10,8;4,15,15,3,15,11;2,15,15,8,15,11;5,15,20,11,20,14;8,15,25,14,25,14;11,20,25,14,30,17;9,20,30,19,30,20;7,20,30,24,35,25;10,25,30,24,35,23;13,30,35,24,40,21;11,35,40,29,45,24;14,35,40,32,45,22;17,35,40,37,45,25;20,35,40,42,45,28;18,35,40,47,50,28;21,40,45,47,50,31;19,45,50,47,55,36;17,50,50,47,60,39;20,55,50,47,65,42	equal	equal	4,0,5;4,3,5;1,5,0;2,5,0;1,3,2;2,5,0;2,4,0;0,4,1;1,4,0;0,1,2;2,0,1;1,0,2;0,2,1;1,0,2;0,2,1;2,1,0;1,2,0;2,1,0;0,2,1;0,2,1	0,0,0;0,1,0;0,0,0;0,0,0;0,1,1;1,0,1;1,0,0;0,0,0;0,1,0;0,0,1;0,0,0;0,1,0;1,0,0;0,1,0;1,0,0;0,0,0;0,0,0;0,0,1;1,1,0;0,1,0	1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1	0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0	3,8,6,9,14,19,24,27,32,32,32,35,35,33,33,33,38,41,46,49	30,11,10,8,10,9,7,7,6,6,5,6,7,6,6,6,6,7,6,6	RS	SERBIA-BROADBAND-AS	1	0	1
177.0	3	3	3	38	Female	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0	3,5,5,5,5,3;1,10,10,3,10,8;4,15,15,3,15,11;2,15,15,8,15,11;5,15,20,11,20,14;8,15,25,14,25,14;11,20,25,14,30,17;9,20,30,19,30,20;7,20,30,24,35,25;10,25,30,24,35,23;13,30,35,24,40,21;11,35,40,29,45,24;14,35,40,32,45,22;17,35,40,37,45,25;20,35,40,42,45,28;18,35,40,47,50,28;21,40,45,47,50,31;19,45,50,47,55,36;17,50,50,47,60,39;20,55,50,47,65,42	equal	equal	1,2,5;2,5,3;1,2,0;0,1,2;2,1,0;5,3,4;5,4,3;3,5,4;0,2,1;1,2,0;0,4,3;2,3,5;1,0,5;1,2,3;5,4,1;0,2,5;1,0,5;4,3,1;3,5,0;3,5,0	0,0,0;0,0,1;0,0,0;0,0,0;1,0,1;0,1,1;0,0,1;1,1,0;0,0,0;0,1,0;0,0,1;0,0,0;0,1,0;0,0,1;1,0,0;0,0,0;0,0,0;0,1,0;1,0,1;1,0,0	1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0	1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0	-2,3,8,8,13,16,16,21,21,26,24,29,29,29,29,29,34,39,39,44	21,26,7,7,21,8,6,5,7,9,7,8,8,6,8,6,5,5,5,5	US	COMCAST-7922	0	0	0
178.0	3	3	4	57	Female	1	0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0	0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0	3,5,5,5,5,3;1,10,10,3,10,8;4,15,15,3,15,11;2,15,15,8,15,11;5,15,20,11,20,14;8,15,25,14,25,14;11,20,25,14,30,17;9,20,30,19,30,20;7,20,30,24,35,25;10,25,30,24,35,23;13,30,35,24,40,21;11,35,40,29,45,24;14,35,40,32,45,22;17,35,40,37,45,25;20,35,40,42,45,28;18,35,40,47,50,28;21,40,45,47,50,31;19,45,50,47,55,36;17,50,50,47,60,39;20,55,50,47,65,42	equal	more	4,3,5;3,2,4;3,5,4;5,4,2;5,0,1;4,3,5;3,4,2;5,1,3;3,5,4;5,3,4;4,5,3;5,3,4;4,5,3;3,1,4;5,3,4;4,3,5;5,3,4;5,1,4;0,5,2;5,2,4	0,0,0;1,0,0;1,0,0;0,0,0;1,1,0;1,1,0;1,0,1;1,0,1;1,1,1;1,1,1;0,1,1;0,0,0;0,0,1;1,0,0;1,1,0;1,1,0;0,1,1;0,0,0;1,0,1;0,1,0	1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1	0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0	3,6,11,11,14,12,12,10,13,11,14,12,10,13,11,14,17,22,25,28	10,8,6,7,7,5,6,5,5,5,5,5,4,5,4,4,4,4,4,4	US	SUDDENLINK-COMMUNICATIONS	0	0	0
